layout_number,room_length_ft,room_breadth_ft,room_area_sqft,room_setup_type,num_windows,door_wall,window_wall_1,window_wall_2,total_price_npr,bed,table,chair,wardrobe,bookshelf,bedsidetable,dresser,dustbin,mirror
1312,12,11.5,138,standard,1,east,north,NA,20300,db,lt,pc,fw,bb,NA,NA,di,mr
1313,14.5,14.25,206.62,budget,2,south,north,east,18000,db,mt,mc,fw,NA,NA,NA,di,mr
1314,15,15,225,luxury,2,south,north,west,39500,kb,mt,ac,NA,wb,bt,NA,di,NA
1315,12,11.5,138,luxury,1,east,NA,west,56500,db,lt,ac,ww,NA,bt,dr,di,NA
1316,10.5,9.5,99.75,luxury,1,east,west,NA,42500,db,lt,ac,ww,NA,bt,NA,di,mr
1317,14.75,11.75,173.31,budget,2,south,east,west,16000,sb,mt,mc,fw,bb,NA,NA,di,mr
1318,15,11.25,168.75,standard,2,west,south,east,16300,sb,lt,pc,hw,bb,NA,NA,di,mr
1319,9.25,9,83.25,budget,1,west,NA,north,14800,sb,mt,pc,hw,bb,NA,NA,di,mr
1320,12.75,10.5,133.88,budget,1,south,west,NA,11800,sb,mt,pc,NA,NA,NA,NA,di,mr
1321,10.75,9.25,99.44,budget,1,north,NA,south,30000,sb,mt,mc,ww,wb,NA,NA,di,NA
1322,11.75,10.25,120.44,standard,2,north,south,west,11500,sb,mt,mc,NA,NA,NA,NA,di,NA
1323,14,10.75,150.5,standard,2,west,south,east,21800,db,lt,pc,hw,wb,NA,NA,di,mr
1324,14.75,13.25,195.44,standard,2,west,east,north,17300,sb,mt,pc,hw,wb,NA,NA,di,mr
1325,12,11.25,135,budget,1,south,NA,north,15000,sb,mt,mc,fw,bb,NA,NA,di,NA
1326,14,9.5,133,budget,1,east,west,NA,13300,sb,mt,pc,fw,NA,NA,NA,di,NA
1327,14.75,10,147.5,budget,1,west,NA,north,18800,db,mt,pc,fw,bb,NA,NA,di,mr
1328,14,10.25,143.5,standard,2,north,east,south,19000,db,lt,mc,fw,NA,NA,NA,di,mr
1329,14.5,12.75,184.88,standard,2,west,north,south,18500,db,mt,mc,fw,bb,NA,NA,di,NA
1330,12,9,108,standard,1,south,north,NA,19500,db,mt,mc,fw,bb,NA,NA,di,mr
1331,13.25,12.5,165.62,standard,2,west,east,south,22000,db,mt,mc,fw,wb,NA,NA,di,mr
1332,12.5,10,125,budget,1,east,west,NA,13800,sb,mt,pc,hw,bb,NA,NA,di,NA
1333,14,9.25,129.5,standard,2,east,north,south,17300,db,lt,pc,hw,NA,NA,NA,di,mr
1334,12.5,10.25,128.12,standard,2,south,north,west,21500,db,lt,mc,hw,wb,NA,NA,di,NA
1335,11,10,110,standard,2,south,north,east,16300,db,mt,pc,fw,NA,NA,NA,di,NA
1336,9.75,9,87.75,luxury,1,east,north,NA,42000,db,mt,mc,hw,NA,NA,dr,di,NA
1337,13.25,12.5,165.62,standard,2,south,north,east,30000,sb,mt,mc,ww,wb,NA,NA,di,NA
1338,13.5,13.25,178.88,standard,2,west,east,south,15300,db,mt,pc,hw,NA,NA,NA,di,NA
1339,12.5,12,150,standard,2,east,south,west,20500,db,mt,mc,hw,wb,NA,NA,di,mr
1340,13.75,13.25,182.19,luxury,2,west,north,east,63500,kb,lt,ac,ww,NA,NA,dr,di,NA
1341,14.25,9.75,138.94,budget,1,north,NA,east,17300,sb,mt,pc,hw,wb,NA,NA,di,mr
1342,13.25,12.75,168.94,luxury,2,north,east,west,62000,kb,mt,ac,ww,NA,NA,dr,di,NA
1343,13,11.25,146.25,standard,1,east,NA,south,19500,sb,mt,ac,hw,NA,NA,NA,di,NA
1344,13.25,11,145.75,standard,2,east,west,south,20300,db,mt,pc,fw,wb,NA,NA,di,NA
1345,14.75,14.25,210.19,standard,2,north,south,west,21000,db,lt,mc,NA,wb,NA,NA,di,mr
1346,14.25,13.75,195.94,luxury,2,north,south,west,56500,kb,mt,ac,hw,wb,bt,dr,di,NA
1347,12.75,12.25,156.19,budget,1,west,NA,east,16300,sb,mt,pc,hw,wb,NA,NA,di,NA
1348,13.75,9.5,130.62,luxury,1,north,south,NA,49500,db,mt,mc,ww,wb,bt,NA,di,mr
1349,14.75,14.5,213.88,standard,2,west,east,north,17800,db,lt,pc,fw,NA,NA,NA,di,NA
1350,10,10,100,standard,1,east,south,NA,13500,sb,lt,mc,NA,NA,NA,NA,di,mr
1351,14.25,10.75,153.19,budget,2,west,east,north,15800,sb,mt,pc,fw,bb,NA,NA,di,mr
1352,14.25,11.5,163.88,budget,2,south,west,east,27800,sb,lt,pc,ww,NA,NA,NA,di,mr
1353,11.5,9.75,112.12,luxury,2,east,north,south,44000,db,mt,mc,ww,NA,NA,dr,di,NA
1354,12,9.5,114,luxury,2,west,north,east,56500,db,lt,ac,ww,wb,NA,dr,di,NA
1355,13,9.75,126.75,budget,1,west,NA,south,28300,sb,lt,pc,ww,NA,NA,NA,di,mr
1356,14,10.25,143.5,standard,2,north,east,south,22800,db,lt,pc,fw,wb,NA,NA,di,mr
1357,13.25,10.75,142.44,budget,1,east,NA,west,13300,sb,mt,pc,hw,NA,NA,NA,di,mr
1358,13,9,117,budget,1,east,north,NA,11800,sb,mt,pc,NA,NA,NA,NA,di,mr
1359,13.75,10.75,147.81,budget,1,north,NA,south,10800,sb,mt,pc,NA,NA,NA,NA,di,NA
1360,11,10.75,118.25,standard,2,north,west,south,14000,sb,mt,mc,hw,NA,NA,NA,di,mr
1361,12.5,12.5,156.25,standard,2,west,south,east,15000,db,mt,mc,NA,NA,NA,NA,di,mr
1362,14.25,12.75,181.69,budget,2,east,south,west,29000,sb,mt,mc,ww,bb,NA,NA,di,mr
1363,11.75,11.5,135.12,luxury,2,east,south,north,56500,db,lt,ac,ww,NA,bt,dr,di,NA
1364,11.75,10.75,126.31,budget,1,east,west,NA,16300,db,mt,pc,hw,NA,NA,NA,di,mr
1365,13.25,12,159,budget,1,west,NA,north,12800,sb,lt,pc,NA,NA,NA,NA,di,mr
1366,13,12.75,165.75,standard,2,south,east,west,22800,db,lt,pc,fw,wb,NA,NA,di,mr
1367,13.75,10.25,140.94,standard,1,north,NA,west,17800,db,lt,pc,fw,NA,NA,NA,di,NA
1368,12.75,12,153,budget,2,west,east,north,17000,db,mt,mc,hw,NA,NA,NA,di,mr
1369,15,9.25,138.75,standard,2,north,south,east,23500,sb,lt,ac,NA,wb,NA,NA,di,NA
1370,14.25,12.5,178.12,budget,2,east,west,north,16800,sb,mt,pc,hw,wb,NA,NA,di,mr
1371,12.5,10.5,131.25,budget,1,east,NA,south,16300,db,lt,pc,hw,NA,NA,NA,di,NA
1372,14,12.25,171.5,standard,2,west,east,north,29800,db,mt,pc,ww,NA,NA,NA,di,mr
1373,14,9.5,133,luxury,1,west,NA,north,43000,db,lt,ac,ww,bb,bt,NA,di,NA
1374,10.75,10,107.5,budget,1,north,east,NA,13300,sb,mt,pc,fw,NA,NA,NA,di,NA
1375,11.5,9,103.5,standard,1,north,NA,east,20500,sb,lt,mc,fw,wb,NA,NA,di,mr
1376,10.75,10.25,110.19,standard,2,south,west,east,24500,db,mt,ac,NA,wb,NA,NA,di,NA
1377,13.5,10.75,145.12,budget,1,west,NA,south,14800,sb,mt,pc,hw,bb,NA,NA,di,mr
1378,15,14.25,213.75,budget,2,north,east,south,19500,sb,lt,mc,fw,wb,NA,NA,di,NA
1379,14.25,13.5,192.38,standard,2,west,south,east,20500,sb,mt,ac,hw,NA,NA,NA,di,mr
1380,11.75,11.25,132.19,budget,1,west,east,NA,17300,sb,lt,pc,fw,bb,NA,NA,di,mr
1381,14.75,13.25,195.44,standard,2,west,south,north,19300,db,lt,pc,fw,bb,NA,NA,di,NA
1382,12.5,10.5,131.25,budget,1,west,south,NA,16800,sb,mt,pc,hw,wb,NA,NA,di,mr
1383,15,10.75,161.25,budget,2,east,north,south,14800,sb,lt,pc,fw,NA,NA,NA,di,NA
1384,13.75,10,137.5,budget,1,north,east,NA,17000,sb,lt,mc,hw,bb,NA,NA,di,mr
1385,14.25,10.5,149.62,standard,2,south,west,north,19500,db,lt,mc,fw,NA,NA,NA,di,mr
1386,14,10,140,budget,1,south,north,NA,14000,sb,mt,mc,hw,NA,NA,NA,di,mr
1387,13.25,10.25,135.81,standard,1,west,NA,east,11800,sb,mt,pc,NA,NA,NA,NA,di,mr
1388,10.5,9,94.5,standard,1,east,south,NA,18000,sb,lt,mc,fw,bb,NA,NA,di,mr
1389,14.5,9.5,137.75,standard,1,east,NA,south,19000,db,lt,mc,fw,NA,NA,NA,di,mr
1390,10.5,9,94.5,luxury,1,east,south,NA,49500,db,lt,ac,ww,NA,NA,NA,di,mr
1391,14.75,14.5,213.88,standard,2,east,south,north,14000,sb,mt,mc,hw,NA,NA,NA,di,mr
1392,14.5,9,130.5,budget,2,south,east,north,27800,sb,mt,pc,ww,bb,NA,NA,di,mr
1393,14.75,10.25,151.19,standard,2,west,north,south,18800,db,mt,pc,hw,wb,NA,NA,di,NA
1394,13.5,13,175.5,standard,2,north,west,south,21800,db,lt,pc,fw,wb,NA,NA,di,NA
1395,13.5,12.25,165.38,standard,2,north,west,east,18000,sb,lt,mc,NA,wb,NA,NA,di,mr
1396,11,10.5,115.5,budget,1,south,east,NA,16800,sb,mt,pc,fw,wb,NA,NA,di,NA
1397,11.75,10.25,120.44,budget,1,west,NA,north,18800,db,mt,pc,fw,bb,NA,NA,di,mr
1398,15,9.75,146.25,standard,1,west,east,NA,15500,sb,mt,mc,hw,bb,NA,NA,di,mr
1399,14,9.5,133,budget,2,east,west,south,14800,sb,mt,pc,NA,wb,NA,NA,di,NA
1400,12,11,132,standard,1,south,north,NA,18500,db,lt,mc,hw,NA,NA,NA,di,mr
1401,11.75,9,105.75,standard,1,east,NA,south,18800,db,lt,pc,fw,NA,NA,NA,di,mr
1402,13.5,12,162,budget,2,west,south,east,15800,sb,mt,pc,fw,bb,NA,NA,di,mr
1403,10.5,10.5,110.25,budget,1,north,NA,east,18300,sb,mt,pc,fw,wb,NA,NA,di,mr
1404,12.25,12.25,150.06,luxury,2,east,south,west,49000,kb,lt,ac,ww,NA,NA,NA,di,mr
1405,12.5,10.25,128.12,luxury,1,west,NA,east,55000,db,mt,ac,ww,NA,bt,dr,di,NA
1406,13.25,10.5,139.12,budget,2,east,south,north,14800,sb,mt,pc,fw,bb,NA,NA,di,NA
1407,12.5,10.5,131.25,standard,2,east,north,west,29500,sb,lt,mc,ww,bb,NA,NA,di,NA
1408,12.25,9.25,113.31,budget,1,east,south,NA,17300,sb,mt,pc,hw,wb,NA,NA,di,mr
1409,15,13,195,standard,2,west,south,east,15000,sb,lt,mc,fw,NA,NA,NA,di,NA
1410,12,10,120,luxury,1,west,north,NA,50000,db,lt,mc,NA,wb,bt,dr,di,NA
1411,11,9,99,standard,1,east,NA,west,19000,db,mt,mc,fw,bb,NA,NA,di,mr
1412,11.75,10.25,120.44,luxury,1,west,east,NA,17000,db,mt,mc,fw,NA,NA,NA,di,NA
1413,12.5,12,150,standard,2,north,south,east,20800,db,mt,pc,fw,wb,NA,NA,di,mr
1414,11,9.25,101.75,luxury,1,north,east,NA,40000,db,lt,ac,fw,NA,NA,dr,di,NA
1415,13.5,12,162,budget,2,west,north,south,13500,sb,mt,mc,hw,NA,NA,NA,di,mr
1416,14,12.75,178.5,luxury,2,east,south,north,31000,kb,lt,mc,NA,NA,bt,NA,di,NA
1417,12,11.75,141,budget,1,east,NA,south,13300,sb,mt,pc,NA,bb,NA,NA,di,mr
1418,15,15,225,luxury,2,east,west,south,56500,db,lt,ac,ww,NA,bt,dr,di,NA
1419,11.5,9,103.5,budget,1,east,NA,west,19300,db,lt,pc,hw,bb,NA,NA,di,mr
1420,14.5,14.25,206.62,standard,2,east,north,west,22000,db,lt,ac,NA,NA,NA,NA,di,NA
1421,10.25,9.5,97.38,standard,1,east,NA,north,36000,db,lt,mc,ww,wb,NA,NA,di,mr
1422,12.25,10,122.5,budget,1,west,south,NA,14300,sb,mt,pc,fw,NA,NA,NA,di,mr
1423,13,10,130,standard,1,east,NA,north,27300,sb,lt,pc,ww,NA,NA,NA,di,NA
1424,12.25,12,147,budget,1,east,west,NA,14000,sb,mt,mc,hw,NA,NA,NA,di,mr
1425,15,13.5,202.5,standard,2,west,north,south,13300,sb,lt,pc,NA,NA,NA,NA,di,mr
1426,10.5,10.5,110.25,standard,2,east,south,west,25500,db,lt,ac,fw,NA,NA,NA,di,mr
1427,14.5,9,130.5,standard,1,south,NA,north,14500,sb,lt,mc,hw,NA,NA,NA,di,NA
1428,14.75,12.5,184.38,budget,2,north,south,east,14800,sb,mt,pc,fw,bb,NA,NA,di,NA
1429,14.5,12.25,177.62,budget,2,east,south,north,15300,sb,lt,pc,hw,bb,NA,NA,di,NA
1430,13.25,9.75,129.19,budget,1,north,south,NA,14800,sb,lt,pc,fw,NA,NA,NA,di,NA
1431,14,11,154,budget,1,west,NA,north,14300,sb,lt,pc,hw,NA,NA,NA,di,mr
1432,11.5,10,115,luxury,2,north,west,east,57500,db,lt,ac,hw,wb,bt,dr,di,NA
1433,12.75,10.25,130.69,budget,2,north,south,west,15800,db,mt,pc,hw,NA,NA,NA,di,mr
1434,11.5,9.25,106.38,standard,1,north,west,NA,23000,db,lt,mc,fw,wb,NA,NA,di,mr
1435,12.75,12,153,standard,1,east,NA,north,15800,db,lt,pc,NA,NA,NA,NA,di,mr
1436,13,10.25,133.25,budget,1,east,north,NA,13800,sb,lt,pc,NA,bb,NA,NA,di,NA
1437,13.75,11.25,154.69,budget,1,north,NA,south,18000,db,lt,mc,fw,NA,NA,NA,di,NA
1438,11.75,11,129.25,standard,1,east,north,NA,23000,sb,mt,ac,fw,bb,NA,NA,di,mr
1439,14.25,12.75,181.69,luxury,2,south,east,north,25000,db,lt,ac,hw,NA,NA,NA,di,mr
1440,12.25,9,110.25,standard,1,north,south,NA,30000,db,lt,ac,fw,wb,NA,NA,di,mr
1441,11.5,10,115,budget,2,south,east,north,14800,db,mt,pc,NA,NA,NA,NA,di,mr
1442,14.75,9.25,136.44,luxury,2,west,north,south,52500,db,lt,ac,ww,NA,NA,dr,di,NA
1443,13.5,10.5,141.75,budget,1,north,NA,east,16800,db,mt,pc,hw,bb,NA,NA,di,NA
1444,11.5,10.5,120.75,standard,1,west,east,NA,15500,db,mt,mc,NA,NA,NA,NA,di,mr
1445,15,12.5,187.5,budget,2,south,north,west,14300,sb,mt,pc,fw,NA,NA,NA,di,mr
1446,11,9,99,luxury,1,south,west,NA,42500,db,mt,ac,hw,wb,bt,NA,di,mr
1447,15,9.5,142.5,standard,1,south,NA,west,32000,db,mt,mc,ww,bb,NA,NA,di,mr
1448,13,9.5,123.5,budget,1,north,east,NA,16800,sb,mt,pc,fw,wb,NA,NA,di,NA
1449,12.5,12.5,156.25,luxury,2,north,west,east,63000,kb,lt,ac,ww,NA,NA,dr,di,NA
1450,10.5,10.5,110.25,budget,1,south,west,NA,13800,sb,mt,pc,hw,bb,NA,NA,di,NA
1451,14.25,13,185.25,budget,2,south,north,west,19500,sb,lt,mc,hw,wb,NA,NA,di,mr
1452,15,13.5,202.5,budget,2,west,south,east,15500,db,mt,mc,NA,NA,NA,NA,di,mr
1453,11,10.75,118.25,standard,2,west,east,south,30300,db,lt,pc,ww,NA,NA,NA,di,NA
1454,14.75,10.75,158.56,standard,1,south,west,NA,19800,db,lt,pc,fw,bb,NA,NA,di,mr
1455,15,13.5,202.5,luxury,2,west,north,south,39000,db,lt,ac,hw,NA,NA,dr,di,NA
1456,9.75,9.5,92.62,budget,1,north,west,NA,16300,db,mt,pc,NA,bb,NA,NA,di,mr
1457,12.75,11.25,143.44,budget,1,east,NA,west,20800,db,lt,pc,hw,wb,NA,NA,di,NA
1458,12.5,10,125,luxury,2,west,south,east,49500,db,lt,ac,ww,NA,NA,NA,di,mr
1459,14,13.5,189,standard,2,east,west,south,19300,db,lt,pc,fw,bb,NA,NA,di,NA
1460,11.75,11.5,135.12,standard,1,south,east,NA,32000,db,lt,mc,ww,NA,NA,NA,di,mr
1461,14,13.5,189,luxury,2,west,north,south,38500,kb,lt,ac,fw,bb,NA,NA,di,mr
1462,14.5,13.5,195.75,standard,2,south,west,east,17500,db,lt,mc,NA,bb,NA,NA,di,NA
1463,13.5,12.5,168.75,standard,2,north,west,south,16300,db,mt,pc,NA,bb,NA,NA,di,mr
1464,12,10.5,126,standard,1,north,south,NA,42000,db,lt,ac,ww,wb,NA,NA,di,mr
1465,11.75,11.25,132.19,standard,1,west,NA,north,19500,db,lt,mc,fw,NA,NA,NA,di,mr
1466,14.5,10.5,152.25,standard,2,north,south,east,31000,db,mt,mc,ww,bb,NA,NA,di,NA
1467,14.25,14.25,203.06,standard,2,north,east,south,19500,db,lt,mc,fw,NA,NA,NA,di,mr
1468,11.25,9.5,106.88,standard,1,east,north,NA,15300,sb,mt,pc,NA,wb,NA,NA,di,mr
1469,13.5,10.5,141.75,budget,1,north,NA,south,15300,db,mt,pc,hw,NA,NA,NA,di,NA
1470,10.75,10.25,110.19,luxury,1,south,west,NA,56500,db,lt,ac,fw,bb,bt,dr,di,NA
1471,14.25,13,185.25,luxury,2,north,east,west,35500,db,mt,ac,ww,NA,NA,NA,di,NA
1472,15,13.25,198.75,standard,2,east,west,north,19000,db,mt,mc,NA,wb,NA,NA,di,mr
1473,13.25,12.75,168.94,standard,2,east,south,north,17000,db,mt,mc,fw,NA,NA,NA,di,NA
1474,9.5,9.25,87.88,standard,1,south,north,NA,30500,db,mt,mc,ww,NA,NA,NA,di,mr
1475,14.25,12,171,luxury,2,north,west,east,56000,db,lt,ac,ww,NA,bt,dr,di,NA
1476,10.75,9.5,102.12,standard,1,west,north,NA,17000,db,lt,mc,NA,NA,NA,NA,di,mr
1477,14.75,9,132.75,luxury,2,north,west,east,32500,db,lt,mc,hw,NA,NA,dr,di,NA
1478,14.5,11.75,170.38,standard,2,south,west,east,18800,db,mt,pc,fw,bb,NA,NA,di,mr
1479,15,11,165,budget,2,east,west,south,13300,sb,mt,pc,fw,NA,NA,NA,di,NA
1480,14.25,10.25,146.06,standard,1,east,south,NA,16300,db,lt,pc,hw,NA,NA,NA,di,NA
1481,10.75,10,107.5,luxury,1,east,NA,west,47000,db,lt,ac,hw,wb,bt,dr,di,NA
1482,12.25,9.25,113.31,luxury,1,south,west,NA,41000,db,lt,ac,fw,NA,bt,NA,di,mr
1483,12,11.75,141,standard,1,east,NA,south,22000,db,mt,mc,fw,wb,NA,NA,di,mr
1484,11,11,121,standard,2,west,south,east,19500,db,lt,mc,fw,NA,NA,NA,di,mr
1485,12.5,10.75,134.38,budget,1,south,NA,west,17300,db,mt,pc,fw,NA,NA,NA,di,mr
1486,10.5,9.5,99.75,standard,1,south,west,NA,18500,db,mt,mc,hw,bb,NA,NA,di,mr
1487,11.5,11.5,132.25,standard,1,south,NA,east,17300,db,mt,pc,fw,NA,NA,NA,di,mr
1488,12.75,11.25,143.44,standard,1,north,west,NA,38500,db,mt,ac,ww,bb,NA,NA,di,mr
1489,11.25,11.25,126.56,budget,1,north,NA,south,28300,sb,mt,pc,ww,bb,NA,NA,di,mr
1490,11.75,10.5,123.38,standard,2,east,west,south,14300,sb,lt,pc,fw,NA,NA,NA,di,NA
1491,9.75,9.5,92.62,budget,1,north,NA,east,15800,sb,lt,pc,fw,bb,NA,NA,di,NA
1492,13.5,12.5,168.75,standard,2,north,south,east,31800,db,lt,pc,ww,bb,NA,NA,di,NA
1493,14.7,13.39,196.83,budget,2,north,south,east,13200,sb,mt,pc,hw,wb,NA,NA,di,NA
1494,9.25,14.95,138.29,luxury,1,north,east,NA,44800,db,lt,ac,ww,NA,bt,dr,di,NA
1495,14.9,11.8,175.82,budget,2,north,west,south,14400,sb,mt,pc,fw,bb,NA,NA,di,mr
1496,10.74,12.98,139.41,luxury,1,south,east,NA,57900,db,lt,mc,ww,wb,NA,NA,di,mr
1497,12.13,14.77,179.16,standard,2,north,south,west,36700,kb,mt,mc,fw,wb,NA,NA,di,mr
1498,11.37,10.76,122.34,standard,2,east,west,north,27200,sb,mt,mc,fw,wb,NA,NA,di,NA
1499,10.99,9.38,103.09,standard,1,east,NA,west,25900,db,mt,mc,NA,NA,NA,NA,di,NA
1500,10.54,9.24,97.39,budget,1,east,west,NA,23400,sb,mt,pc,hw,wb,NA,NA,di,mr
1501,10.68,11.46,122.39,luxury,2,east,north,west,64900,sb,lt,ac,ww,bb,bt,dr,di,NA
1502,9.73,11.14,108.39,budget,1,south,north,NA,19700,sb,mt,mc,ww,wb,NA,NA,di,mr
1503,10.33,9.72,100.41,standard,1,west,NA,north,21600,sb,lt,ac,NA,wb,NA,NA,di,mr
1504,10.71,9.22,98.75,budget,1,north,east,NA,9900,sb,mt,pc,hw,NA,NA,NA,di,mr
1505,12.32,12.56,154.74,standard,1,east,NA,south,16500,sb,mt,mc,fw,NA,NA,NA,di,mr
1506,9.24,12.55,115.96,budget,1,east,west,NA,22400,sb,mt,pc,hw,bb,NA,NA,di,NA
1507,11.05,9.68,106.96,budget,1,east,NA,south,11600,sb,lt,pc,fw,NA,NA,NA,di,NA
1508,14.3,10.13,144.86,standard,2,north,west,south,25800,sb,mt,pc,hw,wb,NA,NA,di,mr
1509,12.74,9.06,115.42,luxury,2,south,north,east,33600,db,lt,pc,ww,wb,bt,dr,di,NA
1510,13.33,10.85,144.63,standard,2,west,east,north,14600,db,mt,ac,hw,NA,NA,NA,di,mr
1511,12.87,13.01,167.44,budget,2,north,south,west,12600,sb,mt,pc,ww,NA,NA,NA,di,NA
1512,9.09,14.57,132.44,budget,1,north,east,NA,20900,db,mt,pc,fw,wb,NA,NA,di,mr
1513,11.37,14.07,159.98,budget,1,east,NA,west,11600,sb,mt,pc,ww,wb,NA,NA,di,NA
1514,10.78,11.52,124.19,standard,2,south,north,west,29100,db,lt,pc,hw,NA,NA,NA,di,NA
1515,11.19,11.25,125.89,luxury,1,south,NA,north,71200,db,lt,ac,ww,NA,bt,dr,di,NA
1516,10.29,12.74,131.09,standard,1,west,south,NA,10800,db,mt,mc,fw,NA,NA,NA,di,NA
1517,11.39,11.6,132.12,budget,1,south,NA,east,13000,sb,mt,pc,hw,NA,NA,NA,di,NA
1518,14.73,13.43,197.82,budget,2,east,north,west,25600,db,mt,pc,fw,wb,NA,NA,di,mr
1519,9.56,10.87,103.92,budget,1,south,NA,west,13600,sb,mt,pc,ww,NA,NA,NA,di,mr
1520,14.6,12.01,175.35,budget,2,west,north,south,22400,sb,mt,pc,fw,NA,NA,NA,di,NA
1521,11.33,12.86,145.7,standard,2,north,south,east,28200,sb,lt,mc,fw,wb,NA,NA,di,mr
1522,11.02,12.93,142.49,standard,1,north,east,NA,23900,sb,lt,mc,hw,NA,NA,NA,di,NA
1523,13.82,10.69,147.74,standard,2,south,north,east,31200,db,lt,pc,ww,bb,NA,NA,di,mr
1524,13.44,10.43,140.18,standard,2,south,north,east,24400,sb,lt,ac,fw,wb,NA,NA,di,NA
1525,10.92,14.7,160.52,budget,2,west,east,south,13200,sb,mt,pc,ww,NA,NA,NA,di,NA
1526,11.97,9.35,111.92,budget,1,east,south,NA,25400,sb,mt,mc,hw,NA,NA,NA,di,NA
1527,11.7,10.34,120.98,luxury,2,north,east,south,59300,sb,mt,mc,ww,wb,NA,NA,di,NA
1528,9.89,11.96,118.28,luxury,2,north,east,west,39700,sb,mt,mc,hw,bb,bt,dr,di,NA
1529,12.17,11.62,141.42,budget,1,south,NA,west,15400,db,lt,pc,hw,wb,NA,NA,di,mr
1530,10.77,14.97,161.23,budget,2,south,east,north,16500,db,mt,pc,NA,NA,NA,NA,di,mr
1531,10.66,10.13,107.99,standard,1,south,NA,west,16000,sb,mt,pc,hw,wb,NA,NA,di,NA
1532,9.98,14.47,144.41,standard,1,north,east,NA,22200,sb,mt,mc,ww,bb,NA,NA,di,mr
1533,13.67,11.88,162.4,standard,2,east,north,south,11100,sb,mt,pc,hw,bb,NA,NA,di,mr
1534,14.19,13.88,196.96,budget,2,east,north,west,24100,db,mt,mc,ww,bb,NA,NA,di,mr
1535,10.51,10.65,111.93,budget,1,west,NA,north,10100,sb,mt,pc,ww,bb,NA,NA,di,NA
1536,12.37,14.26,176.4,standard,2,north,south,west,29900,db,lt,pc,hw,NA,NA,NA,di,NA
1537,14.88,12.65,188.23,standard,2,south,east,north,27800,db,lt,pc,fw,NA,NA,NA,di,NA
1538,10.1,14.56,147.06,luxury,1,south,north,NA,45100,db,lt,ac,ww,bb,bt,dr,di,NA
1539,11.4,13.19,150.37,standard,2,west,north,south,24200,sb,lt,pc,fw,wb,NA,NA,di,mr
1540,12.21,11.14,136.02,standard,2,south,east,north,21200,sb,lt,pc,hw,wb,NA,NA,di,NA
1541,9.6,10.66,102.34,luxury,1,north,NA,east,38500,db,lt,ac,ww,bb,NA,dr,di,mr
1542,14.37,12.07,173.45,standard,2,east,north,west,18300,db,mt,mc,fw,wb,NA,NA,di,mr
1543,10.27,10.96,112.56,budget,1,west,NA,south,10100,sb,mt,pc,hw,NA,NA,NA,di,NA
1544,11.27,11.02,124.2,standard,2,west,south,east,18500,db,mt,pc,fw,wb,NA,NA,di,mr
1545,9.96,10.12,100.8,budget,1,south,NA,north,16700,db,mt,mc,fw,NA,NA,NA,di,NA
1546,12.21,11.86,144.81,standard,2,north,south,west,26800,sb,lt,pc,hw,NA,NA,NA,di,NA
1547,12.04,14.59,175.66,budget,2,north,west,south,16500,sb,mt,mc,fw,NA,NA,NA,di,mr
1548,13.56,12.57,170.45,standard,2,west,south,north,19300,sb,lt,pc,hw,bb,NA,NA,di,NA
1549,10.43,11.28,117.65,luxury,2,north,east,west,49400,db,lt,ac,fw,bb,bt,dr,di,NA
1550,13.9,11.63,161.66,budget,2,south,west,north,15100,sb,mt,pc,fw,NA,NA,NA,di,mr
1551,14.44,12.75,184.11,standard,2,east,south,west,29800,sb,lt,pc,hw,NA,NA,NA,di,mr
1552,13.58,13.24,179.8,luxury,2,east,west,north,37100,kb,lt,mc,fw,wb,NA,dr,di,NA
1553,11.38,13.78,156.82,budget,1,north,NA,east,23000,db,mt,mc,NA,wb,NA,NA,di,mr
1554,10.73,12.69,136.16,standard,2,south,north,west,33100,sb,lt,pc,ww,bb,NA,NA,di,NA
1555,13.32,9.92,132.13,luxury,1,west,NA,south,42100,db,lt,mc,ww,wb,bt,NA,di,NA
1556,10.23,13.73,140.46,standard,1,south,north,NA,18300,db,mt,mc,fw,NA,NA,NA,di,mr
1557,11.71,9.85,115.34,budget,1,west,NA,south,13000,sb,mt,pc,NA,bb,NA,NA,di,NA
1558,12.33,10.11,124.66,luxury,1,east,north,NA,56500,sb,lt,mc,ww,wb,bt,dr,di,NA
1559,13.65,11.72,159.98,budget,1,south,NA,west,24300,sb,mt,pc,ww,wb,NA,NA,di,NA
1560,13.8,14.87,205.21,standard,2,west,south,north,22400,sb,lt,mc,fw,NA,NA,NA,di,mr
1561,13.8,10.07,138.97,budget,1,north,NA,east,20300,db,lt,pc,hw,wb,NA,NA,di,mr
1562,9.32,9.51,88.63,luxury,1,east,north,NA,33200,db,mt,mc,hw,NA,bt,dr,di,NA
1563,9.21,13.98,128.76,budget,1,north,NA,west,10200,db,mt,pc,ww,bb,NA,NA,di,NA
1564,11.69,9.13,106.73,luxury,1,south,north,NA,38500,sb,lt,ac,hw,wb,bt,NA,di,NA
1565,13.94,12.18,169.79,standard,2,south,north,west,20900,db,mt,mc,fw,wb,NA,NA,di,mr
1566,10.5,12.8,134.4,standard,2,north,west,east,16900,db,lt,mc,fw,wb,NA,NA,di,NA
1567,12.62,10.47,132.13,budget,1,north,NA,east,17500,sb,lt,pc,NA,wb,NA,NA,di,mr
1568,12.24,9.97,122.03,budget,1,west,east,NA,18200,sb,mt,mc,fw,wb,NA,NA,di,NA
